fpas.placement_name,tpas.placement_name,fpas.impressions,tpas.impressions,fpas.clicks,tpas.clicks,fpas.event_datetime,tpas.event_datetime
2/17/16 Geo-targeted Showroom Display|Seattle|728x90,Geo-targeted Showroom Display|Seattle|728x90|Rich Media Display|Rich Media||,1839,1969,0,0,3/23/16,3/23/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|728x90""","""Geo-targeted Showroom Display|Washington, DC|728x90|Rich Media Display|Rich Media||""",1705,1477,1,0,3/23/16,3/23/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|300x250,Geo-targeted Showroom Display|Cincinnati|300x250|Rich Media Display|Rich Media||,748,796,1,1,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Connecticut|300x250,Geo-targeted Showroom Display|Connecticut|300x250|Rich Media Display|Rich Media||,865,920,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Connecticut|728x90,Geo-targeted Showroom Display|Connecticut|728x90|Rich Media Display|Rich Media||,1745,1924,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Denver|300x250,Geo-targeted Showroom Display|Denver|300x250|Rich Media Display|Rich Media||,797,890,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Detroit|300x250,Geo-targeted Showroom Display|Detroit|300x250|Rich Media Display|Rich Media||,746,793,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Detroit|728x90,Geo-targeted Showroom Display|Detroit|728x90|Rich Media Display|Rich Media||,1683,1881,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Houston|728x90,Geo-targeted Showroom Display|Houston|728x90|Rich Media Display|Rich Media||,1677,1842,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|New York|300x250,Geo-targeted Showroom Display|New York|300x250|Rich Media Display|Rich Media||,845,941,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Phoenix|300x250,Geo-targeted Showroom Display|Phoenix|300x250|Rich Media Display|Rich Media||,703,638,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|San Francisco|728x90,Geo-targeted Showroom Display|San Francisco|728x90|Rich Media Display|Rich Media||,1606,1744,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Seattle|300x250,Geo-targeted Showroom Display|Seattle|300x250|Rich Media Display|Rich Media||,785,801,0,0,3/24/16,3/24/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|300x250""","""Geo-targeted Showroom Display|Washington, DC|300x250|Rich Media Display|Rich Media||""",542,445,0,0,3/24/16,3/24/16
1.25.15_Standard Display|US|300x250||Standard Display,Standard Display|US|300x250||Standard Display||,4669,4724,0,0,3/24/16,3/24/16
1.25.16_Standard Display|US|160x600||Standard Display,Standard Display|US|160x600||Standard Display||,1990,1974,0,0,3/24/16,3/24/16
1.25.16_Standard Display|US|160x600||Standard Display|Added Value,Standard Display|US|160x600||Standard Display|Added Value|,268,279,0,0,3/24/16,3/24/16
1.25.16_Standard Display|US|300x250||Standard Display|Added Value,Standard Display|US|300x250||Standard Display|Added Value|,611,626,3,3,3/24/16,3/24/16
1.25.16_Standard Display|US|728x90||Standard Display,Standard Display|US|728x90||Standard Display||,6585,6771,1,1,3/24/16,3/24/16
1.25.16_Standard Display|US|728x90||Standard Display|Added Value,Standard Display|US|728x90||Standard Display|Added Value|,867,869,2,2,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Atlanta|300x250,Geo-targeted Showroom Display|Atlanta|300x250|Rich Media Display|Rich Media||,836,927,0,1,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Atlanta|728x90,Geo-targeted Showroom Display|Atlanta|728x90|Rich Media Display|Rich Media||,1658,1766,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Boston|300x250,Geo-targeted Showroom Display|Boston|300x250|Rich Media Display|Rich Media||,742,836,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Boston|728x90,Geo-targeted Showroom Display|Boston|728x90|Rich Media Display|Rich Media||,1836,2049,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Chicago|300x250,Geo-targeted Showroom Display|Chicago|300x250|Rich Media Display|Rich Media||,799,857,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Chicago|728x90,Geo-targeted Showroom Display|Chicago|728x90|Rich Media Display|Rich Media||,1587,1799,0,1,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|728x90,Geo-targeted Showroom Display|Cincinnati|728x90|Rich Media Display|Rich Media||,1658,1820,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Dallas|300x250,Geo-targeted Showroom Display|Dallas|300x250|Rich Media Display|Rich Media||,794,853,1,1,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Dallas|728x90,Geo-targeted Showroom Display|Dallas|728x90|Rich Media Display|Rich Media||,1650,1878,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Denver|728x90,Geo-targeted Showroom Display|Denver|728x90|Rich Media Display|Rich Media||,1690,1898,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Houston|300x250|,Geo-targeted Showroom Display|Houston|300x250|Rich Media Display|Rich Media||,766,825,1,1,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Kansas City|300x250,Geo-targeted Showroom Display|Kansas City|300x250|Rich Media Display|Rich Media||,634,702,1,1,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Kansas City|728x90,Geo-targeted Showroom Display|Kansas City|728x90|Rich Media Display|Rich Media||,1866,2062,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|300x250,Geo-targeted Showroom Display|Los Angeles|300x250|Rich Media Display|Rich Media||,859,959,1,1,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|728x90,Geo-targeted Showroom Display|Los Angeles|728x90|Rich Media Display|Rich Media||,1774,2003,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|New Jersey|300x250,Geo-targeted Showroom Display|New Jersey|300x250|Rich Media Display|Rich Media||,870,956,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|New Jersey|728x90,Geo-targeted Showroom Display|New Jersey|728x90|Rich Media Display|Rich Media||,1661,1859,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|New York|728x90,Geo-targeted Showroom Display|New York|728x90|Rich Media Display|Rich Media||,1506,1691,1,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|300x250,Geo-targeted Showroom Display|Philadelphia|300x250|Rich Media Display|Rich Media||,794,868,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|728x90,Geo-targeted Showroom Display|Philadelphia|728x90|Rich Media Display|Rich Media||,1695,1907,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Phoenix|728x90,Geo-targeted Showroom Display|Phoenix|728x90|Rich Media Display|Rich Media||,1648,1599,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|San Francisco|300x250,Geo-targeted Showroom Display|San Francisco|300x250|Rich Media Display|Rich Media||,938,979,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Seattle|728x90,Geo-targeted Showroom Display|Seattle|728x90|Rich Media Display|Rich Media||,1700,1787,0,0,3/24/16,3/24/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|728x90""","""Geo-targeted Showroom Display|Washington, DC|728x90|Rich Media Display|Rich Media||""",1830,1619,0,0,3/24/16,3/24/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|300x250,Geo-targeted Showroom Display|Cincinnati|300x250|Rich Media Display|Rich Media||,870,899,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Connecticut|300x250,Geo-targeted Showroom Display|Connecticut|300x250|Rich Media Display|Rich Media||,846,898,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Connecticut|728x90,Geo-targeted Showroom Display|Connecticut|728x90|Rich Media Display|Rich Media||,1633,1742,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Denver|300x250,Geo-targeted Showroom Display|Denver|300x250|Rich Media Display|Rich Media||,893,940,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Detroit|300x250,Geo-targeted Showroom Display|Detroit|300x250|Rich Media Display|Rich Media||,842,878,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Detroit|728x90,Geo-targeted Showroom Display|Detroit|728x90|Rich Media Display|Rich Media||,1769,1907,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Houston|728x90,Geo-targeted Showroom Display|Houston|728x90|Rich Media Display|Rich Media||,1705,1715,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|New York|300x250,Geo-targeted Showroom Display|New York|300x250|Rich Media Display|Rich Media||,825,859,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Phoenix|300x250,Geo-targeted Showroom Display|Phoenix|300x250|Rich Media Display|Rich Media||,773,650,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|San Francisco|728x90,Geo-targeted Showroom Display|San Francisco|728x90|Rich Media Display|Rich Media||,1589,1584,0,1,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Seattle|300x250,Geo-targeted Showroom Display|Seattle|300x250|Rich Media Display|Rich Media||,844,865,0,0,3/25/16,3/25/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|300x250""","""Geo-targeted Showroom Display|Washington, DC|300x250|Rich Media Display|Rich Media||""",762,597,0,0,3/25/16,3/25/16
1.25.15_Standard Display|US|300x250||Standard Display,Standard Display|US|300x250||Standard Display||,3295,3394,2,2,3/25/16,3/25/16
1.25.16_Standard Display|US|160x600||Standard Display,Standard Display|US|160x600||Standard Display||,1288,1394,0,0,3/25/16,3/25/16
1.25.16_Standard Display|US|160x600||Standard Display|Added Value,Standard Display|US|160x600||Standard Display|Added Value|,230,229,0,0,3/25/16,3/25/16
1.25.16_Standard Display|US|300x250||Standard Display|Added Value,Standard Display|US|300x250||Standard Display|Added Value|,613,653,0,0,3/25/16,3/25/16
1.25.16_Standard Display|US|728x90||Standard Display,Standard Display|US|728x90||Standard Display||,5125,5343,0,1,3/25/16,3/25/16
1.25.16_Standard Display|US|728x90||Standard Display|Added Value,Standard Display|US|728x90||Standard Display|Added Value|,883,982,1,1,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Atlanta|300x250,Geo-targeted Showroom Display|Atlanta|300x250|Rich Media Display|Rich Media||,909,948,0,1,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Atlanta|728x90,Geo-targeted Showroom Display|Atlanta|728x90|Rich Media Display|Rich Media||,1654,1674,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Boston|300x250,Geo-targeted Showroom Display|Boston|300x250|Rich Media Display|Rich Media||,885,923,1,1,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Boston|728x90,Geo-targeted Showroom Display|Boston|728x90|Rich Media Display|Rich Media||,1705,1847,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Chicago|300x250,Geo-targeted Showroom Display|Chicago|300x250|Rich Media Display|Rich Media||,683,684,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Chicago|728x90,Geo-targeted Showroom Display|Chicago|728x90|Rich Media Display|Rich Media||,1393,1478,1,1,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|728x90,Geo-targeted Showroom Display|Cincinnati|728x90|Rich Media Display|Rich Media||,1589,1672,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Dallas|300x250,Geo-targeted Showroom Display|Dallas|300x250|Rich Media Display|Rich Media||,900,900,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Dallas|728x90,Geo-targeted Showroom Display|Dallas|728x90|Rich Media Display|Rich Media||,1632,1759,0,2,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Denver|728x90,Geo-targeted Showroom Display|Denver|728x90|Rich Media Display|Rich Media||,1678,1846,0,2,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Houston|300x250|,Geo-targeted Showroom Display|Houston|300x250|Rich Media Display|Rich Media||,868,884,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Kansas City|300x250,Geo-targeted Showroom Display|Kansas City|300x250|Rich Media Display|Rich Media||,818,847,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Kansas City|728x90,Geo-targeted Showroom Display|Kansas City|728x90|Rich Media Display|Rich Media||,1710,1796,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|300x250,Geo-targeted Showroom Display|Los Angeles|300x250|Rich Media Display|Rich Media||,840,871,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|728x90,Geo-targeted Showroom Display|Los Angeles|728x90|Rich Media Display|Rich Media||,1799,1905,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|New Jersey|300x250,Geo-targeted Showroom Display|New Jersey|300x250|Rich Media Display|Rich Media||,916,963,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|New Jersey|728x90,Geo-targeted Showroom Display|New Jersey|728x90|Rich Media Display|Rich Media||,1581,1716,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|New York|728x90,Geo-targeted Showroom Display|New York|728x90|Rich Media Display|Rich Media||,1663,1714,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|300x250,Geo-targeted Showroom Display|Philadelphia|300x250|Rich Media Display|Rich Media||,856,882,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|728x90,Geo-targeted Showroom Display|Philadelphia|728x90|Rich Media Display|Rich Media||,1682,1771,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Phoenix|728x90,Geo-targeted Showroom Display|Phoenix|728x90|Rich Media Display|Rich Media||,1707,1523,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|San Francisco|300x250,Geo-targeted Showroom Display|San Francisco|300x250|Rich Media Display|Rich Media||,977,871,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Seattle|728x90,Geo-targeted Showroom Display|Seattle|728x90|Rich Media Display|Rich Media||,1652,1705,0,0,3/25/16,3/25/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|728x90""","""Geo-targeted Showroom Display|Washington, DC|728x90|Rich Media Display|Rich Media||""",1700,1277,0,0,3/25/16,3/25/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|300x250,Geo-targeted Showroom Display|Cincinnati|300x250|Rich Media Display|Rich Media||,822,849,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Connecticut|300x250,Geo-targeted Showroom Display|Connecticut|300x250|Rich Media Display|Rich Media||,796,827,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Connecticut|728x90,Geo-targeted Showroom Display|Connecticut|728x90|Rich Media Display|Rich Media||,1657,1773,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Denver|300x250,Geo-targeted Showroom Display|Denver|300x250|Rich Media Display|Rich Media||,756,811,0,1,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Detroit|300x250,Geo-targeted Showroom Display|Detroit|300x250|Rich Media Display|Rich Media||,813,854,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Detroit|728x90,Geo-targeted Showroom Display|Detroit|728x90|Rich Media Display|Rich Media||,1714,1848,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Houston|728x90,Geo-targeted Showroom Display|Houston|728x90|Rich Media Display|Rich Media||,1652,1742,1,2,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|New York|300x250,Geo-targeted Showroom Display|New York|300x250|Rich Media Display|Rich Media||,870,896,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Phoenix|300x250,Geo-targeted Showroom Display|Phoenix|300x250|Rich Media Display|Rich Media||,785,660,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|San Francisco|728x90,Geo-targeted Showroom Display|San Francisco|728x90|Rich Media Display|Rich Media||,1625,1642,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Seattle|300x250,Geo-targeted Showroom Display|Seattle|300x250|Rich Media Display|Rich Media||,760,753,0,0,3/26/16,3/26/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|300x250""","""Geo-targeted Showroom Display|Washington, DC|300x250|Rich Media Display|Rich Media||""",742,576,0,0,3/26/16,3/26/16
1.25.15_Standard Display|US|300x250||Standard Display,Standard Display|US|300x250||Standard Display||,4806,4424,1,1,3/26/16,3/26/16
1.25.16_Standard Display|US|160x600||Standard Display,Standard Display|US|160x600||Standard Display||,1626,1534,0,0,3/26/16,3/26/16
1.25.16_Standard Display|US|160x600||Standard Display|Added Value,Standard Display|US|160x600||Standard Display|Added Value|,281,289,0,0,3/26/16,3/26/16
1.25.16_Standard Display|US|300x250||Standard Display|Added Value,Standard Display|US|300x250||Standard Display|Added Value|,763,783,1,1,3/26/16,3/26/16
1.25.16_Standard Display|US|728x90||Standard Display,Standard Display|US|728x90||Standard Display||,8160,7461,0,0,3/26/16,3/26/16
1.25.16_Standard Display|US|728x90||Standard Display|Added Value,Standard Display|US|728x90||Standard Display|Added Value|,1201,1258,2,2,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Atlanta|300x250,Geo-targeted Showroom Display|Atlanta|300x250|Rich Media Display|Rich Media||,937,993,1,1,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Atlanta|728x90,Geo-targeted Showroom Display|Atlanta|728x90|Rich Media Display|Rich Media||,1581,1660,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Boston|300x250,Geo-targeted Showroom Display|Boston|300x250|Rich Media Display|Rich Media||,840,902,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Boston|728x90,Geo-targeted Showroom Display|Boston|728x90|Rich Media Display|Rich Media||,1673,1818,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Chicago|300x250,Geo-targeted Showroom Display|Chicago|300x250|Rich Media Display|Rich Media||,810,845,0,2,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Chicago|728x90,Geo-targeted Showroom Display|Chicago|728x90|Rich Media Display|Rich Media||,1595,1692,0,1,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|728x90,Geo-targeted Showroom Display|Cincinnati|728x90|Rich Media Display|Rich Media||,1644,1778,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Dallas|300x250,Geo-targeted Showroom Display|Dallas|300x250|Rich Media Display|Rich Media||,926,978,0,1,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Dallas|728x90,Geo-targeted Showroom Display|Dallas|728x90|Rich Media Display|Rich Media||,1565,1660,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Denver|728x90,Geo-targeted Showroom Display|Denver|728x90|Rich Media Display|Rich Media||,1196,1279,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Houston|300x250|,Geo-targeted Showroom Display|Houston|300x250|Rich Media Display|Rich Media||,900,956,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Kansas City|300x250,Geo-targeted Showroom Display|Kansas City|300x250|Rich Media Display|Rich Media||,694,718,1,1,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Kansas City|728x90,Geo-targeted Showroom Display|Kansas City|728x90|Rich Media Display|Rich Media||,1550,1629,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|300x250,Geo-targeted Showroom Display|Los Angeles|300x250|Rich Media Display|Rich Media||,839,889,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|728x90,Geo-targeted Showroom Display|Los Angeles|728x90|Rich Media Display|Rich Media||,1777,1870,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|New Jersey|300x250,Geo-targeted Showroom Display|New Jersey|300x250|Rich Media Display|Rich Media||,924,1006,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|New Jersey|728x90,Geo-targeted Showroom Display|New Jersey|728x90|Rich Media Display|Rich Media||,1621,2863,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|New York|728x90,Geo-targeted Showroom Display|New York|728x90|Rich Media Display|Rich Media||,1620,1719,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|300x250,Geo-targeted Showroom Display|Philadelphia|300x250|Rich Media Display|Rich Media||,903,952,1,1,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|728x90,Geo-targeted Showroom Display|Philadelphia|728x90|Rich Media Display|Rich Media||,1664,1780,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Phoenix|728x90,Geo-targeted Showroom Display|Phoenix|728x90|Rich Media Display|Rich Media||,1672,1511,0,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|San Francisco|300x250,Geo-targeted Showroom Display|San Francisco|300x250|Rich Media Display|Rich Media||,944,903,1,1,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Seattle|728x90,Geo-targeted Showroom Display|Seattle|728x90|Rich Media Display|Rich Media||,1755,1839,0,0,3/26/16,3/26/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|728x90""","""Geo-targeted Showroom Display|Washington, DC|728x90|Rich Media Display|Rich Media||""",1677,1324,1,0,3/26/16,3/26/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|300x250,Geo-targeted Showroom Display|Cincinnati|300x250|Rich Media Display|Rich Media||,814,881,1,1,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Connecticut|300x250,Geo-targeted Showroom Display|Connecticut|300x250|Rich Media Display|Rich Media||,777,784,0,0,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Connecticut|728x90,Geo-targeted Showroom Display|Connecticut|728x90|Rich Media Display|Rich Media||,1675,1793,0,0,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Denver|300x250,Geo-targeted Showroom Display|Denver|300x250|Rich Media Display|Rich Media||,830,889,0,0,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Detroit|300x250,Geo-targeted Showroom Display|Detroit|300x250|Rich Media Display|Rich Media||,787,796,2,2,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Detroit|728x90,Geo-targeted Showroom Display|Detroit|728x90|Rich Media Display|Rich Media||,1664,1768,0,0,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Houston|728x90,Geo-targeted Showroom Display|Houston|728x90|Rich Media Display|Rich Media||,1621,1698,0,0,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|New York|300x250,Geo-targeted Showroom Display|New York|300x250|Rich Media Display|Rich Media||,794,856,0,0,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Phoenix|300x250,Geo-targeted Showroom Display|Phoenix|300x250|Rich Media Display|Rich Media||,759,628,0,0,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|San Francisco|728x90,Geo-targeted Showroom Display|San Francisco|728x90|Rich Media Display|Rich Media||,1529,1599,0,0,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Seattle|300x250,Geo-targeted Showroom Display|Seattle|300x250|Rich Media Display|Rich Media||,591,592,0,0,3/27/16,3/27/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|300x250""","""Geo-targeted Showroom Display|Washington, DC|300x250|Rich Media Display|Rich Media||""",591,507,0,0,3/27/16,3/27/16
1.25.15_Standard Display|US|300x250||Standard Display,Standard Display|US|300x250||Standard Display||,5579,5293,1,1,3/27/16,3/27/16
1.25.16_Standard Display|US|160x600||Standard Display,Standard Display|US|160x600||Standard Display||,2128,2026,0,0,3/27/16,3/27/16
1.25.16_Standard Display|US|160x600||Standard Display|Added Value,Standard Display|US|160x600||Standard Display|Added Value|,372,371,0,0,3/27/16,3/27/16
1.25.16_Standard Display|US|300x250||Standard Display|Added Value,Standard Display|US|300x250||Standard Display|Added Value|,923,958,0,0,3/27/16,3/27/16
1.25.16_Standard Display|US|728x90||Standard Display,Standard Display|US|728x90||Standard Display||,7094,6983,0,0,3/27/16,3/27/16
1.25.16_Standard Display|US|728x90||Standard Display|Added Value,Standard Display|US|728x90||Standard Display|Added Value|,1183,1293,3,2,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Atlanta|300x250,Geo-targeted Showroom Display|Atlanta|300x250|Rich Media Display|Rich Media||,906,988,0,0,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Atlanta|728x90,Geo-targeted Showroom Display|Atlanta|728x90|Rich Media Display|Rich Media||,1633,1720,0,0,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Boston|300x250,Geo-targeted Showroom Display|Boston|300x250|Rich Media Display|Rich Media||,807,847,0,0,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Boston|728x90,Geo-targeted Showroom Display|Boston|728x90|Rich Media Display|Rich Media||,1758,1919,0,0,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Chicago|300x250,Geo-targeted Showroom Display|Chicago|300x250|Rich Media Display|Rich Media||,811,866,0,1,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Chicago|728x90,Geo-targeted Showroom Display|Chicago|728x90|Rich Media Display|Rich Media||,1692,1786,0,1,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|728x90,Geo-targeted Showroom Display|Cincinnati|728x90|Rich Media Display|Rich Media||,1643,1772,0,0,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Dallas|300x250,Geo-targeted Showroom Display|Dallas|300x250|Rich Media Display|Rich Media||,908,1004,0,0,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Dallas|728x90,Geo-targeted Showroom Display|Dallas|728x90|Rich Media Display|Rich Media||,1542,1640,0,0,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Denver|728x90,Geo-targeted Showroom Display|Denver|728x90|Rich Media Display|Rich Media||,1543,1712,0,0,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Houston|300x250|,Geo-targeted Showroom Display|Houston|300x250|Rich Media Display|Rich Media||,842,883,2,2,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Kansas City|300x250,Geo-targeted Showroom Display|Kansas City|300x250|Rich Media Display|Rich Media||,713,752,1,1,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Kansas City|728x90,Geo-targeted Showroom Display|Kansas City|728x90|Rich Media Display|Rich Media||,1730,1832,0,0,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|300x250,Geo-targeted Showroom Display|Los Angeles|300x250|Rich Media Display|Rich Media||,883,952,0,0,3/27/16,3/27/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|728x90,Geo-targeted Showroom Display|Los Angeles|728x90|Rich Media Display|Rich Media||,1722,1822,0,0,3/27/16,3/27/16
